Tumor_Sample_Barcode	experimental_strategy	mutation_count	region_size	tmb
BS_MB5K2C19	WGS	422	2923762389	0.14433457437843797
BS_N88EQK8Z	WGS	462	2923762389	0.1580155766891904
BS_46TXYD8H	WGS	429	2923762389	0.14672874978281963
BS_4QH8B0VS	WGS	323	2923762389	0.11047409365932574
BS_M28HG0NT	WGS	274	2923762389	0.09371486582865404
BS_RM13B4YN	WGS	331	2923762389	0.11321029412147623
BS_T7WMJ08W	WGS	253	2923762389	0.08653233961550902
BS_96S0VQBN	WGS	323	2923762389	0.11047409365932574
BS_ZN35MFSR	WGS	450	2923762389	0.15391127599596466
BS_GMVP7K9F	WGS	486	2923762389	0.16622417807564183
BS_F064HMTP	WGS	293	2923762389	0.10021334192626144
BS_CKX0QTD6	WGS	321	2923762389	0.10979004354378813
BS_CW9FZE4H	WGS	407	2923762389	0.13920419851190582
BS_742CDKAS	WGS	290	2923762389	0.099187266752955
BS_7P378T0E	WGS	325	2923762389	0.11115814377486337
BS_S791VC80	WGS	444	2923762389	0.1518591256493518
BS_AYPBAHJ6	WGS	247	2923762389	0.08448018926889617
BS_82KENKT0	WGS	396	2923762389	0.1354419228764489
BS_VQEKRQ7C	WGS	306	2923762389	0.10465966767725597
BS_1WY6405N	WGS	270	2923762389	0.0923467655975788
BS_KXGJ1HMG	WGS	326	2923762389	0.11150016883263218
BS_7JVKJPB7	WGS	510	2923762389	0.1744327794620933
BS_SGHC3FB0	WGS	400	2923762389	0.13681002310752416
BS_P0QJ1QAH	WGS	445	2923762389	0.15220115070712062
BS_SK4H5MJQ	WGS	263	2923762389	0.08995259019319712
BS_A0NBZQPH	WGS	362	2923762389	0.12381307091230935
BS_F7SMM59X	WGS	465	2923762389	0.15904165186249683
BS_E3B3926M	WGS	356	2923762389	0.12176092056569648
BS_1S5V7WWC	WGS	377	2923762389	0.1289434467788415
BS_3NX3RBCX	WGS	274	2923762389	0.09371486582865404
BS_J4E9SW51	WGS	270	2923762389	0.0923467655975788
BS_D6XHKZDZ	WGS	198	2923762389	0.06772096143822445
BS_W2QCHQ7E	WGS	296	2923762389	0.10123941709956787
BS_NJFK43N3	WGS	247	2923762389	0.08448018926889617
BS_58X7SKJS	WGS	312	2923762389	0.10671181802386884
BS_HBSA5CW2	WGS	289	2923762389	0.0988452416951862
BS_81SVXT4D	WGS	823	2923762389	0.2814866225437309
BS_79NQJZ09	WGS	274	2923762389	0.09371486582865404
BS_WJF6ZXWN	WGS	280	2923762389	0.09576701617526691
BS_9DM8H1RX	WGS	233	2923762389	0.07969183846013282
BS_AB4QGN7R	WGS	407	2923762389	0.13920419851190582
BS_EP25TTAG	WGS	259	2923762389	0.08858448996212188
BS_G9MQM1KK	WGS	249	2923762389	0.08516423938443378
BS_KAD49R68	WGS	302	2923762389	0.10329156744618073
BS_WFPXQ57P	WGS	268	2923762389	0.09166271548204118
BS_ZMM11DCC	WGS	758	2923762389	0.25925499378875827
BS_WJB33V17	WGS	210	2923762389	0.07182526213145017
BS_GCG2PKQA	WGS	509	2923762389	0.17409075440432448
BS_3S64YXFJ	WGS	307	2923762389	0.10500169273502478
BS_KY1CTGJ3	WGS	285	2923762389	0.09747714146411095
BS_3HXCGJ4J	WGS	457	2923762389	0.15630545140034632
BS_SMHNXC5G	WGS	307	2923762389	0.10500169273502478
BS_230S192D	WGS	311	2923762389	0.10636979296610002
BS_BQWMQM2Y	WGS	221	2923762389	0.07558753776690709
BS_WWV74V71	WGS	330	2923762389	0.11286826906370742
BS_3J4X955P	WGS	535	2923762389	0.18298340590631354
BS_Y4CC9PKT	WGS	803	2923762389	0.2746461213883547
BS_85Q5P8GF	WGS	364	2923762389	0.12449712102784698
BS_85J1DDJS	WGS	255	2923762389	0.08721638973104665
BS_FAZBX8AS	WGS	240	2923762389	0.08208601386451449
BS_KHSYAB3J	WGS	249	2923762389	0.08516423938443378
BS_EPM623G4	WGS	297	2923762389	0.10158144215733668
BS_Y5687G7D	WGS	325	2923762389	0.11115814377486337
BS_QJ58E1KY	WGS	329	2923762389	0.11252624400593861
BS_00TRPEQX	WGS	307	2923762389	0.10500169273502478
BS_16JT2DCA	WGS	349	2923762389	0.11936674516131482
BS_ABZ3BK38	WGS	291	2923762389	0.09952929181072381
BS_QWS88QXE	WGS	252	2923762389	0.08619031455774022
BS_70E0T7EE	WGS	406	2923762389	0.138862173454137
BS_SG37096X	WGS	217	2923762389	0.07421943753583185
BS_80078QDG	WGS	266	2923762389	0.09097866536650356
BS_823V5X6Z	WGS	231	2923762389	0.0790077883445952
BS_B9QP40ER	WGS	243	2923762389	0.08311208903782091
BS_QQP17PDQ	WGS	361	2923762389	0.12347104585454054
BS_KSHETTQC	WGS	212	2923762389	0.0725093122469878
BS_D7PRJEMD	WGS	473	2923762389	0.1617778523246473
BS_6YSRX0EW	WGS	396	2923762389	0.1354419228764489
BS_KYVZWYMS	WGS	372	2923762389	0.12723332148999747
BS_4MGT61BX	WGS	492	2923762389	0.1682763284222547
BS_ASGBEHAX	WGS	382	2923762389	0.13065357206768555
BS_SKRY0BJ4	WGS	317	2923762389	0.10842194331271289
BS_HJ95JNFN	WGS	365	2923762389	0.12483914608561579
BS_E4N5C9JF	WGS	895	2923762389	0.3061124267030853
BS_V3X7YF5J	WGS	394	2923762389	0.13475787276091128
BS_7ZM4PG53	WGS	503	2923762389	0.17203860405771162
BS_WPCBK1EG	WGS	219	2923762389	0.07490348765136948
BS_JZ40GV74	WGS	328	2923762389	0.1121842189481698
BS_D368BNRD	WGS	258	2923762389	0.08824246490435307
BS_DFTX5Q9V	WGS	298	2923762389	0.10192346721510549
BS_E42SSQGJ	WGS	200	2923762389	0.06840501155376208
